label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
0	1657 mph	1.2364	Eriq	San Jose	-569 m/s	-0.2775	1.1631	1209	-808	1098	Human Computer Interaction	1060	1.1612	-63	935
4	437 mph	0.2931	Lise	San Diego	693 m/s	0.5139	-0.0316	1646	778	1573	Computer Science	214	1.4134	2482	2793
4	330 mph	0.9006	Fabrice	Santa Ana	768 m/s	1.1448	0.1388	363	1179	923	Computer Science	1485	0.9356	-412	-370
1	299 mph	1.8019	Fabrice	Los Angeles	356 m/s	0.2828	0.5615	292	1284	-730	Bioengineering	-577	-0.4575	339	-844
3	118 mph	-0.4439	Chris		1056 m/s	0.1309	-0.0265	901	810	700	Computer Engineering	-510	0.3395	-46	-1037
7	1503 mph	0.2044	Andrew	aNAHEIM	390 m/s	0.6848	-1.0568	124	632	1776	Applied Mathematics	553	0.1593	142	-1044
0	1496 mph	-0.1912	Tony	Oakland	1462 m/s	0.7629	-0.4525	707	446	1627	Human Computer Interaction	137	1.444	-411	924
5	413 mph	1.5232	Sam	Sacramento, Bakersfield, Long Beach	856 m/s	1.3127	1.5414	1069	578	158	Electrical Engineering	2795	-0.0646	-174	396
2	1183 mph	1.0454	Inan	San Francisco	454 m/s	2.1614	1.975	661	-746		Bioengineering	900	1.3319	464	440
4	326 mph	1.1495	Lise	Santa Ana	0 m/s	0.9463	2.7338	558	2464	779	Computer Science	-928	-0.4794	-808	-231
5	2793 mph	0.3109	Eriq	Sacramento, Long Beach	-228 m/s	-0.2427	1.8118	2280	753	2117	Computer Engineering	1139	0.2466	429	787
7	1203 mph	1.9003	Andrew	Stockton	810 m/s	1.3427	0.4265	1374	2084	395	Biotechnology	745	0.2666	N/A	-685
2	-716 mph	0.2765	Inan	San Francisco	300 m/s	-0.1134	0.7505	1045	1370	933	Natural Language Processing	-348	0.485	911	452
8	-863 mph	0.6666	Inan	Chula Vista	679 m/s	1.2568	0.6169	1583	454	491	cOMPUTER gAME dESIGN	1275	1.1783	1931	-775
6	572 mph	-0.758	Sam	San Bernardino	35 m/s	0.0897	-1.0213	566	17	-1696	Applied Mathematics	626	1.2648	921	-1327
7	-200 mph	1.9407	Andrew	Anaheim	2556 m/s	1.5611	0.7309	654	1269	1146	Technology and Information Management	814	0.2525	49	-851
7	1892 mph	1.4639	Andrew	Stockton	676 m/s	0.8537	0.3097	804	-369	1267	Robotics Engineering	90	-0.1666	30	301
4	?	0.8962	Lise	Santa Ana	385 m/s	0.4027	2.2131	1582	320	1561	Computer Science	-2188	0.3292	-1903	421
5	-376 mph	2.2189	Eriq	Fresno, Sacramento	1414 m/s	0.8504	1.2056	554	1117	200	Electrical Engineering	1420	1.2302	1469	-152
1	1128 mph	3.3782	Fabrice	Los Angeles	1594 m/s	1.4324	1.2462	-58		-79	bIOENGINEERING	166	-0.3731	369	N/A
9	1152 mph	-1.4306	Michael	San Diego	1187 m/s	1.185	-1.1505	-117	119	815	Games and Playable Media	-255	0.9631	270	-889
6	284 mph	0.1815	Reilly	San Bernardino	1318 m/s	-0.2814	-0.0632	367	931	308	Applied Mathematics	541	1.6514	-38	-1318
6	-767 mph	0.1253	Sam	San Bernardino, Fremont	-2123 m/s	0.0967	0.4375	796	607	-131	Applied Mathematics	19	0.4895	1119	466
5	1321 mph	0.9793	Eriq	fresno, sacramento	-1780 m/s	1.2271	1.2068	52	673	412	Technology and Information Management	963	-1.0935	1628	230
0	1085 mph	0.2006	Tony	Oakland	317 m/s	0.4842	1.008	-514	612	705	Human Computer Interaction	-453	-1.0713	13	539
4	1262 mph	1.9215	Lise	Santa Ana	91 m/s	0.2842	1.2236	788	545	2071	Computer Science	-1072	1.9613	222	408
4	-1450 mph	0.9084	Vani	Santa Ana	382 m/s	1.618	1.5278	232	-29	1433	Computer Science	12	0.6666	999	-246
1	517 mph	0.801	Fabrice	Riverside	312 m/s	0.9241	1.5683	19	501	44	Bioengineering	-307	0.4573	754	499
5	450 mph	1.7639	Michael	Sacramento, Bakersfield, Fresno	-21 m/s	0.4245	0.0961	93	1029	-225	Data Science	-481	0.0632	779	-129
0	694 mph	1.4783	Tony	Oakland	-1368 m/s	-0.2824	0.6195	436	-526	911	Human Computer Interaction	-465	0.3904	-1555	-1283
3	1354 mph	-0.0259	Michael	Modesto	-469 m/s	0.9497	1.9643	1285	-185	1360	Computer Engineering	1679	None	1114	1057
0	1661 mph	1.0327	Tony	Irvine	211 m/s	0.8275	-1.8042	232	-92	-201	Bioinformatics	501	0.4698	110	-237
4	-361 mph	1.5393	Lise	Santa Ana	119 m/s	-0.4808	0.8214	1601	4	2127	Computer Science	2147	-0.0336	167	-1130
2	2792 mph	0.5111	Inan	San Francisco	1053 m/s	-0.6365	1.2935	1530	-731	2123	Natural Language Processing	1002	-0.0488	-272	1767
1	1762 mph	1.5692	Michael	Sacramento	178 m/s	0.5226	0.1305	827	-528	331	Bioengineering	1402	1.8151	1310	644
6	395 mph	-0.2798	Michael	Fremont	296 m/s	1.2207	-0.569	1458	340	1370	Applied Mathematics	140	-0.1177	1498	1235
7	1265 mph	1.9939	Inan	Stockton	749 m/s	2.0714	-0.3665	1001	-259	-515	Technology and Information Management	248	0.9059	715	-894
3	988 mph	0.0464	Chris	Moreno Valley	1087 m/s	0.8305	2.109	1350	508	50	Computer Engineering	-187	1.0843	101	-1610
1	1334 mph	2.5606	Fabrice	Riverside	78 m/s	-0.0267	0.3532	1133	-129	661	Bioengineering	-2061	1.1795	507	-88
7	-280 mph	-0.6793	Andrew	Anaheim	321 m/s	0.1929	-1.1614	590	592	-318	Computational Media	-755	0.063	N/A	1031
6	270 mph	0.331	Sam	Santa Clarita, San Bernardino	-994 m/s	0.0224	0.1172	386	-454	614	Technology and Information Management	1829	0.4793	1600	33
4	128 mph	1.6547	Lise	Santa Ana	47 m/s	0.9702	-1.0588	2057	132	3168	Computer Science	286	1.8851	466	-674
1	677 mph	1.2088	Fabrice	Riverside	805 m/s	1.236	-0.8031	451	315	-1041	Bioengineering	1123	0.8489	1409	667
4	1191 mph	1.5154	Lise	?	356 m/s	-0.296	2.0711	690	2458	-1444	Computer Science	687	0.0441	329	-1772
2	566 mph	0.9941	Chris	San Francisco	-810 m/s	0.927	0.5857	946	349	1115	Bioengineering	-1976	1.12	867	1937
3	745 mph	0.3682	Chris	Modesto		-0.2009	0.5233	490	-372	954	Computer Engineering	-500	0.478	-448	449
4	757 mph	0.5945	Lise	Santa Ana	-660 m/s	1.27	0.8926	949	302	-304	Computer Science	457	0.2306	-441	-2272
4	322 mph	1.3343	lise	Santa Ana	-752 m/s	0.6428	0.3557	400	258	295	Computer Science	852	-0.0145	1009	1188
5	-299 mph	0.412	ERIQ	Fresno, Long Beach	374 m/s	0.6193	2.0728	557	1776	787	Electrical Engineering	250	0.1408	1141	658
4	1689 mph	0.4476	Lise	Santa Ana	-350 m/s	2.7316	1.7291	581	762	832	Computer Science	-953	1.5797	-522	220
7	-328 mph	0.6203	Lise	?	656 m/s	2.0438	1.0801	2225	1453		Computational Media	1103	0.7781	-947	959
2	510 mph	1.6889	Inan	San Francisco	-163 m/s	-0.1689	0.7733	-220	-312	222	Computer Game Design	74	0.1809	-1038	262
7	1755 mph	0.7053	Andrew	Anaheim	-619 m/s	-0.1599	-1.2329	2773	144	-399	Technology and Information Management	-642	0.4552	-297	284
7	-94 mph	1.1325	Andrew	Anaheim	1172 m/s	-0.1977	-0.5957	1606	-165	-875	Robotics Engineering	347	0.6864	813	115
0	1552 mph	0.8253	Tony	MORENO VALLEY	622 m/s	1.2982	1.0881	896	-402	1220	Human Computer Interaction	-354	-0.5026	1031	439
7	401 mph	0.1475	Andrew	Anaheim	254 m/s	0.5451	0.8157	2531	-158	-602	Computational Media	278	1.3455	1111	-213
4	1400 mph	1.4763	Lise	Chula Vista	308 m/s	1.6512	1.1603	527	-66	418	Computer Science	847	0.6776	-405	1033
5	549 mph	0.7459	Eriq	Bakersfield, Fresno	487 m/s	0.3567	1.6581	-132	1260	1129	DATA SCIENCE	-1891	0.9948	1608	25
5	373 mph	0.5997	Eriq	Long Beach, Sacramento, Bakersfield	743 m/s	-0.567	0.8429	1006	1591	-690	Data Science	687	-0.3819	883	1866
1	-474 mph	2.03	Fabrice	Riverside	?	0.2848	1.1628	672	653	1344	Bioengineering	1320	0.8284	1247	-1855
5	1651 mph	0.2515	Eriq	Sacramento	-764 m/s	-0.5318	1.343	1214	225	41	Electrical Engineering	-309	0.4821	2140	2058
9	694 mph	-1.1813	Eriq	sAN dIEGO	960 m/s	0.058	1.09	1447	-415	-916	Games and Playable Media	923	0.463	1321	-1845
8	1350 mph	-0.8935	Vani	Chula Vista	1082 m/s	0.9216	-0.674	839	1430	1333	Games and Playable Media	870	0.7228	420	1382
8	1054 mph	-1.005	vani	Chula Vista	552 m/s	0.9207	2.1703	2058	1407	260	Computer Game Design	291	0.5504	-75	147
9	146 mph	-0.0417	Michael	San Diego	2248 m/s	0.0358	N/A	856	1250	-1732	games and playable media	-65	0.4262	620	567
1	1246 mph	1.4338	Fabrice	Riverside	272 m/s	1.5924	-1.0563	535	1081	606	Bioengineering	356	1.4517	-724	-66
2	-939 mph	1.008	Inan	San Francisco	-376 m/s	1.3562	2.1389	914	-467	-1215	Natural Language Processing	820	1.3869	-160	1334
5	-2 mph	1.2008	Eriq	Long Beach	443 m/s	1.1615	-0.3949	1287	1010	1082	Data Science	871	0.7005	354	1941
5	1388 mph	-0.0061	Eriq	Sacramento, Long Beach	933 m/s	0.2294	1.0166	1407	1563	2098	Electrical Engineering	493	0.9346	1733	-879
9	568 mph	0.0477	Michael	San Diego	1294 m/s	1.0472	1.1222	946	405	n/a	Games and Playable Media	-617	-0.0423	1122	335
9	-851 mph	0.9234	Michael	San Diego	1155 m/s	0.092	1.7901	1202	217	86	Games and Playable Media	73	0.3813	2148	224
8	1636 mph	0.9206	Vani	Chula Vista	-154 m/s	0.9591	-0.6738	599	535	-221	Computer Game Design	5	-0.3908	2176	1066
5	-93 mph	0.7971	Eriq	Bakersfield, Sacramento	-57 m/s	-0.4594	-0.7542	-216	763	-500	Electrical Engineering	1947	0.0835	1107	691
8	-1232 mph	1.3531	Inan	Chula Vista	2205 m/s	1.4333	0.3624	198	1210	280	Computer Game Design	53	0.5603	3130	-13
5	1112 mph	0.4791	Eriq	Bakersfield, Fresno, Sacramento	-635 m/s	1.1584	0.6599	852	-388	-583	Electrical Engineering	2222	-0.0671	1015	-417
6	350 mph	-0.3457	Reilly	San Diego	-36 m/s	-0.615	0.2523	767	-454	-1472	APPLIED MATHEMATICS	1618	0.8426	1770	206
4	-122 mph	0.5252	Lise	Santa Ana	838 m/s	0.0709	1.485	725	1305	-506	Computer Science	-914	0.4583	8	1099
4	547 mph	1.9424	Lise	Santa Ana	208 m/s	0.3491	1.5058	729	-617	977	Computer Science	1605	1.2443	1101	976
5	602 mph	0.3649	Eriq	Bakersfield	1122 m/s	1.4488	2.0508	84	327	882	Data Science	-887	1.5002	77	209
3	43 mph	-1.0437	Chris	Modesto	1540 m/s	1.6344	1.1473	687	-464	1470	cOMPUTER eNGINEERING	1197	1.0269	414	-235
7	187 mph	3.0931	Vani	Anaheim	1841 m/s	-0.0762	2.1465	419	-283	1264	Computational Media	-1112	1.759	354	-483
9	1275 mph	0.0322	Michael	San Diego	349 m/s	2.7436	1.7772	587	-646	476	Games and Playable Media	-765	1.5566	603	963
2	326 mph	1.5914	Inan	San Jose	1542 m/s	0.0174	-0.1427	306	296	474	Natural Language Processing	199	0.7919	-190	3460
8	-2823 mph	0.1689	Vani	Chula Vista	512 m/s	0.8753	2.2822	-138	306	1382	Computer Game Design	-2181	0.3361	219	-847
6	2229 mph	-0.3917	Sam	San Bernardino, Santa Clarita	-738 m/s	-0.4719	0.8298	-222	-773	11	Statistics	1466	0.4867	1307	1577
1	573 mph	2.4889	Fabrice	San Diego	839 m/s	1.3173	n/a	1286	1085	308	Bioengineering	-576	-0.2855	52	399
0	358 mph	1.5272	Andrew	Oakland	-576 m/s	0.7763	-0.3478	2240	-598	-441	Bioinformatics	-613	1.9336	1422	607
4	840 mph	1.4296	Lise	Santa Ana	311 m/s	1.4908	2.9142	450	2215	2496	Computer Science	-719	-0.8131	613	1726
8	-329 mph	-0.0929	Vani	Chula Vista	2339 m/s	0.528	0.317	-758	401	-398	Computer Game Design	1339	1.1945	None	-471
0	-119 mph	0.9779	TONY	Oakland	-337 m/s	1.5259	1.7735	583	215	NULL	Bioinformatics	-604	0.4183	610	211
3	1970 mph	0.4531	Chris	Modesto	727 m/s	-0.4153	3.8702	2029	229	1090	Computer Engineering	-722	1.2272	245	759
6	-545 mph	-0.6283	Reilly	Fremont, Santa Clarita	354 m/s	-0.7894	0.5483	-603	-345	-231	Applied Mathematics	167	0.361	-605	-1455
1	551 mph	1.3161	Fabrice	Riverside	2052 m/s	1.6808	0.372	396	-69	1314		968	1.7977	670	-885
0	1318 mph	2.1013	Tony	Irvine	1178 m/s	1.2415	0.0255	285	-29	661	Bioinformatics	-417	0.5909	-555	1192
4	-950 mph	0.4819	Lise	Santa Ana	558 m/s	0.4361	2.3259	927	77	692	Computer Science	-340	0.5362	824	799
0	357 mph	-0.2037	Tony	Oakland	1027 m/s	-0.0266	0.5284	444	780	503	Human Computer Interaction	1379	0.7181	-1644	-282
9	-518 mph	1.4141	Michael	San Diego	2467 m/s	-0.1395	1.8313	986	-533	-1526	Games and Playable Media	161	0.5424	826	2601
5	1779 mph	0.7211	Eriq	Los Angeles	968 m/s	0.9509	1.3097	1265	242	-1303	Electrical Engineering	2614	2.2645	-520	397
7	543 mph	2.0856	Andrew	Anaheim	1630 m/s	0.5211	0.3099	1581	979	-1167	Computational Media	-193	-0.4279	527	24
1	-540 mph	2.0471	Fabrice	Riverside	-50 m/s	1.053	1.6697	-617	948	158	Bioengineering	1607	0.6182	562	-918
6	1314 mph	-0.5066	Reilly	San Bernardino, Fremont	379 m/s	0.7302	-0.5272	-1093	-894	-2235	Statistics	-1372	0.6004	1011	-917
6	1107 mph	0.8417	Reilly	Santa Clarita	1852 m/s	0.5636	0.5951	-982	-123	-896	Statistics	942	-0.1999	1203	317
4	2147 mph	-0.7089	Lise	Modesto	475 m/s	-0.3625	0.2231	803	-519	752	Data Science	993	1.1562	320	369
5	37 mph	0.6289	Eriq	Sacramento, Bakersfield	444 m/s	-0.9046	0.9964	2051	1123	-203	Electrical Engineering	1410	-0.2619	1086	1309
6	298 mph	0.6182	Reilly	Santa Clarita, San Bernardino	545 m/s	-0.2643	-0.0522	1312	500	-1576	Statistics	315	0.4662	2470	407
4	-327 mph	1.5189	Lise	Santa Ana	-623 m/s	0.805	0.3564	1024	32	686	Computer Science	1930	1.5797	741	-664
3	-1050 mph	-0.5349	Chris	Modesto	1895 m/s	1.8957	0.7365	634	-353	1932	Computer Engineering	831	1.9727	1478	-1358
6	-539 mph	N/A	Sam	Fremont	-268 m/s	1.5078	1.1172	1878	-115	932	Statistics	1451	0.6971	785	579
4	-524 mph	1.5669	Lise	Fremont, Santa Clarita	774 m/s	-0.1777	1.0362	2143	2284	1025	Computer Science	850	0.7508	-1284	873
9	-647 mph	-1.5624	Michael	San Diego	1337 m/s	0.0354	1.3678	1775	1773	-227	Games and Playable Media	-114	0.315	260	-1077
2	2361 mph	-0.7641	Inan	San Jose	719 m/s	0.6322	1.695	499	200	-311	Natural Language Processing	477	0.5561	446	1035
4	1348 mph	0.3761	Lise	Chula Vista	-137 m/s	0.5616	2.4149	247	1085	-83	Computer Science	921	0.4061	-1171	-580
9	-817 mph	0.4406	Michael	San Diego	1740 m/s	0.487	1.462	679	1164	1037	Games and Playable Media	1426	0.1435	204	1754
2	80 mph	1.6472	INAN	San Francisco	-413 m/s	-0.1918	2.0694	1207	-1043	-139	Natural Language Processing	832	-1.2584	-392	940
7	170 mph	-0.9316	Andrew	N/A	390 m/s	0.2423	1.5728	515	950	301	Technology and Information Management	594	1.1238	-1044	-339
6	1797 mph	-0.8263	Reilly	Fremont, San Bernardino	-1607 m/s	0.5991	-1.07	1374	-1244	1507	Applied Mathematics	620	0.0948	-86	-112
3	605 mph	2.021	cHRIS	Modesto	1013 m/s	-0.8146	1.9213	2066	-523	725	Computer Engineering	53	0.8117	616	13
5	-1273 mph	0.3447	Sam	Riverside	-388 m/s	-0.2084	-0.2636	-435	-747	172	Data Science	576	1.2958	686	493
3	1207 mph	1.4178	Chris	Moreno Valley	1530 m/s	0.8196	2.3919	1919	-711	-787	Computer Engineering	133	0.381	349	-2296
6	1473 mph	0.7157	Sam	Fremont, Santa Clarita	-1652 m/s	0.1788	-0.2667	434	-151	-865	Applied Mathematics	771	0.0017	936	-289
8	1814 mph	0.2126	Vani	Santa Ana	616 m/s	0.2218	1.2927	592	884	337	Computer Game Design	2458	0.6624	-130	2308
9	-643 mph	0.8346	Michael	San Diego	422 m/s	0.7015	-0.3405	1962	412	-276	Games and Playable Media	118	0.3134	825	-3078
7	?	1.032	Inan	Stockton	681 m/s	1.7872	0.8267	1137	451	-1218	Computational Media	761	0.3243	1207	1026
7	-322 mph	1.777	Andrew	Anaheim	941 m/s	0.0767	-0.0856	954	510	356	Computational Media	302	0.1302	-66	-297
7	1629 mph	0.1331	Andrew	Stockton	871 m/s	1.7553	-1.8911	838	1395	-1593	Robotics Engineering	-304	1.824	-26	-949
2	1035 mph	0.6555	Inan	Moreno Valley	-1028 m/s	0.6436	3.4289	841	394	-688	Natural Language Processing	1413	1.7666	1199	-842
9	509 mph	0.8432	Michael	San Diego	2898 m/s	0.4525	-0.0958	122	589	7	Games And Playable Media	2258	0.5677	977	-508
3	1076 mph	-1.5794	Chris	Moreno Valley	1036 m/s	0.3462	-0.1386	529	472	357	Computer Engineering	1048	-0.0756	1462	647
3	-1106 mph	-0.8321	Chris	Moreno Valley	1248 m/s	-0.9653	1.1906	1334	2303	1933	Computer Engineering	-871	-0.9883	660	431
7	313 mph	0.7524	Andrew	Anaheim	-47 m/s	-0.0351	-0.293	-595	503	316	Biotechnology	-895	0.7178	679	546
7	268 mph	-1.0477	Andrew	Stockton	-307 m/s	0.9895	1.52	415	76	1239	Technology and Information Management	1060	-0.1301	214	122
3	116 mph	0.5047	Chris	Modesto	183 m/s	0.2735	0.324	1327	455	-275	Computer Engineering	314	0.7487	1466	None
6	-1087 mph	1.2763	Reilly	San Bernardino, Santa Clarita	406 m/s	0.3057	-0.0437	1960	-729	538	Applied Mathematics	1010	0.589	107	161
8	1503 mph	0.0224	mICHAEL	Chula Vista	1837 m/s	1.5576	0.7644	-245	683	-65	Bioinformatics	447	0.8504	2150	1113
1	-892 mph	2.5188	Michael	Los Angeles	-55 m/s	-0.6061	-0.9192	1270	1175	-143	Bioengineering	-501	0.3654	380	-918
1	-157 mph	1.77	Tony	Riverside	1380 m/s	1.8986	-1.4366	-503	1240	562	Bioengineering	-66	0.0184	1038	2374
4	174 mph	0.8177	Lise	Santa Ana	-98 m/s	n/a	1.4856	1383	1805	564	Computer Science	391	1.4538	-76	1482
3	172 mph	0.488	Chris	Moreno Valley	1787 m/s	0.7978	0.3935	1517	926	109	Computer Engineering	-596	1.2631	2257	-279
6	783 mph	0.058	Reilly	San Bernardino, Fremont	-387 m/s	-0.7732	0.8492	1212	-661	1998	Statistics	486	0.5641	280	1349
3	575 mph	-0.8903	Chris	Modesto	1142 m/s	1.1153	1.0331	108	1009	3369	Computer Engineering	0	0.9265	2162	964
4	1622 mph	1.6712	Lise	Santa Ana	658 m/s	0.317	0.1404	-48	1235	1628	Computer Science	1648	0.698	2832	102
1	435 mph	1.8283	Fabrice	Riverside	-491 m/s	0.286	1.2516	-594	1871	233	Bioengineering	-1187	1.0978	2327	-1042
5	1229 mph	3.0225	Eriq	Sacramento	1015 m/s	-0.0222	0.8058	681	-964	610	Data Science	275	0.3168	374	1991
8	1899 mph	-0.1184	Vani	Chula Vista	207 m/s	0.7145	-1.6924	-894	613	727	Computer Game Design	1794	-0.1251	492	881
9	-606 mph	0.5467	Michael	San Diego	943 m/s	0.1834	0.4068	934	1374	1892	Games and Playable Media	-101	0.6126	732	-14
3	-180 mph	-0.3064	Chris	Santa Ana	1305 m/s	-0.2648	1.3827	1676	-981	1692	Computer Engineering	1380	0.521	858	1285
1	-137 mph	0.2231	Andrew	Riverside	959 m/s	-0.0063	-0.5655	-453	562	-214	Bioengineering	2032	0.1696	1958	230
2	-737 mph	-0.0012	Reilly	San Jose	-550 m/s	0.4059	0.8844	1599	226	-1952	Natural Language Processing	-232	1.5515	-109	-68
9	481 mph	0.4916	Michael	San Diego	-627 m/s	-1.046	1.2166	1237	591	1348	Games and Playable Media	-208	0.19	-654	-803
7	-27 mph	1.0401	Andrew	Anaheim	886 m/s	1.2705	-0.9615	910	913	837	Technology and Information Management	456	0.4262	1572	-1268
6	-507 mph	-0.0006	Sam	Riverside	732 m/s	1.4765	-0.5793	649	1528	233	applied mathematics	457	0.6654	567	1038
8	1762 mph	-0.1622	Vani	Chula Vista	797 m/s	0.8984	-0.6587	1911	239	1587	N/A	-70	0.9138	1234	727
4	549 mph	0.5185	Lise	Santa Ana	67 m/s	0.2991	0.4906	700	2427	-168	Computer Science	-276	0.4728	-361	761
5	290 mph	-1.0206	Andrew	Fresno, Sacramento, Long Beach	1794 m/s	0.2484	2.5524	25	1446	-1029	data science	181	0.0243	862	432
7	288 mph	-0.1906	Andrew	Anaheim	1359 m/s	0.302	-0.0688	444	348	-554	Computational Media	405	1.2012	76	144
6	7 mph	-0.9755	Reilly	Santa Clarita	553 m/s	0.6348	-0.8494	-288	-684	1299	Statistics	-1314	2.5064	56	1042
0	-2180 mph	1.514	Tony	Moreno Valley	-150 m/s	0.5077	1.0726	122	-118	1296	Human Computer Interaction	739	-0.6809	74	-362
3	-1669 mph	-0.6087	Chris	Moreno Valley	594 m/s	0.8115	2.1714	865	-291	1158	Computer Engineering	-1236	0.3834	-836	1283
1	96 mph	1.7852	Fabrice	Los Angeles	852 m/s	-0.9965	0.9409	419	1491	815	Bioengineering	480	-0.161	1370	-290
9	886 mph	0.1295	Michael	San Diego	1358 m/s	0.7192	1.4551	-564	664	481	Games and Playable Media	951	-0.4597	1525	-1458
5	1194 mph	1.0429	Eriq	Sacramento, Bakersfield, Fresno	-505 m/s	0.0901	1.3392	1446	141	-1	Data Science	-223	1.6479	89	-67
8	1728 mph	n/a	vANI	Chula Vista	668 m/s	0.6713	1.0744	1190	1466	69	Computer Game Design	1152	0.0306	987	1302
2	-173 mph	0.8093	Inan	San Jose	540 m/s	1.4297	1.6591	-367	-448	-169	Natural Language Processing	1588	0.6888	1655	1526
5	1122 mph	1.0961	Eriq	Fresno, Long Beach	-676 m/s	0.0143	1.2034	2029	1850	26	Electrical Engineering	-576		1711	343
0	-1157 mph	1.9059	Tony	Irvine	-1255 m/s	0.6864	0.0305	2164	592	278	Bioinformatics	304	0.1687	964	786
1	1026 mph	0.3048	Fabrice	los angeles	1405 m/s	0.369	1.088		1311	256	Bioengineering	-547	0.0066	474	-649
5	-356 mph	0.4261	Eriq	Long Beach, Fresno, Bakersfield	512 m/s	-0.2315	1.9222	1911	916	-111	Electrical Engineering	2083	1.2992	-1204	-797
5	1233 mph	1.0912	Eriq	Fresno, Sacramento, Long Beach	1507 m/s	0.8165	2.03	1276	797	378	Electrical Engineering	1419	1.5759	956	1756
9	1125 mph	0.1577	Michael	San Diego	1253 m/s	-0.6889	0.6519	1079	52	-91	gAMES AND pLAYABLE mEDIA	959	0.8898	2388	-1640
5	786 mph	0.1356	Eriq	Sacramento	-597 m/s	-0.0318	0.8206	814	-169	1193	Data Science	173	0.4867	2137	-438
1	235 mph	1.9931	Fabrice	Riverside	1204 m/s	0.9462	1.1687	103	1054	381	Bioengineering	-1375	0.271	2457	7
3	-1800 mph	0.1045	Chris	Moreno Valley	2501 m/s	-0.3814	2.7823	2475	77	3613	Computer Engineering	-329	1.0529	-241	-346
8	-340 mph	-0.1679	Vani	Anaheim	-163 m/s	-0.5441	-0.1544	960	289	-1758	Computer Game Design	359	1.3219	-300	-295
5	2339 mph	0.022	Eriq	Fresno, Sacramento	-498 m/s	0.0575	1.5176	371	31	2223	Data Science	-418	0.2416	587	-1444
2	408 mph	0.9349	Inan	San Diego	792 m/s	0.5125	1.3835	913	133	530	Natural Language Processing	-1227	-1.3913	-1045	714
5	1643 mph	0.1213	Eriq	Sacramento, Bakersfield, Fresno	-958 m/s	0.3001	1.5967	1140	-112	823	Data Science	754	1.263	1675	-8
2	587 mph	1.8315	Inan	Bakersfield	839 m/s	0.9598	1.5978	817	794	2593	Natural Language Processing	527	1.0613	198	-642
0	3116 mph	1.0266	Tony	Irvine	-969 m/s	-0.1031	0.8316	-127	-346	1559	Human Computer Interaction	965	-0.3024	343	-96
2	142 mph	1.1175	Inan	San Francisco	?	-0.0285	1.4687	-299	288	554	Natural Language Processing	-820	0.3586	-1060	200
9	-847 mph	1.0549	FABRICE	San Diego	1013 m/s	2.2155	1.6108	2501	-411	1919	Games and Playable Media	95	0.6561	1003	2277
1	-694 mph	0.3154	Fabrice	Los Angeles	391 m/s	0.3109	None	328	458	-11	Bioengineering	-50	-0.3585	1522	-50
4	742 mph	1.4016	Lise	Santa Ana	-846 m/s	-0.2156	2.5313	759	341	-1107	Computer Science	-449	0.0982	692	-629
6	753 mph	-0.5802	Reilly	Fremont, Santa Clarita	1343 m/s	3.3243	0.6355	1160	1099	1376	Applied Mathematics	526	-0.2468	485	-564
7	N/A	1.5336	Andrew	Stockton	699 m/s	-0.7839	0.8075	1133	738	-639	Technology and Information Management	-189	0.7619	949	162
8	-268 mph	-0.0083	Vani	Chula Vista	623 m/s	0.5007	0.7398	667	4	112	Computer Game Design	15	0.955	367	-1305
7	1402 mph	1.7793	Andrew	STOCKTON	1623 m/s	0.3229	0.3483	684	68	-870	Robotics Engineering	1448	-0.2934	999	-695
8	876 mph	1.1127	Vani	Chula Vista	464 m/s	0.9689	0.9993	-356	-633	-701	Computer Game Design	-1020	1.6424	800	549
4	541 mph	1.5489	Lise	Santa Ana	564 m/s	-0.1666	2.2058	1834	-1406	1504	Computer Science	-860	0.0998	-1513	360
5	547 mph	1.7424	Andrew	Fresno	-1286 m/s	-0.5446	0.8086	756	-699	-568	Data Science	197	1.1378	265	1234
2	975 mph	0.3609	Inan	San Jose	914 m/s	1.2801	-1.2621	-33	-1563	1005	Natural Language Processing	336	1.1604	778	1508
0	1712 mph	1.0282	Tony	Oakland	-439 m/s	-1.3322	0.7089	-639	956	-1013	Human Computer Interaction	601	1.4195	-368	-2082
1	42 mph	2.0095	Fabrice	RIVERSIDE	1104 m/s	2.2033	0.3336	1042	-109	-537	Bioengineering	457	-0.3431	1029	-139
8	-1128 mph	0.2831	Vani	Chula Vista	802 m/s	-0.2152	1.5174	-361	-495	753	Computer Game Design	408	-0.1007	2105	223
9	953 mph	0.6958	Chris	San Diego	634 m/s	1.8656	0.5644	1231	1224	-581	GAMES AND PLAYABLE MEDIA	494	0.1762	-539	747
0	1506 mph	0.4512	Tony	Irvine	-896 m/s	-0.9602	1.1933	-350	-111	592	HUMAN COMPUTER INTERACTION	1360	-0.5885	-574	-1745
6	-265 mph	-0.0547	Tony	Santa Clarita	135 m/s	0.9523	1.813	974	-1512	895	Statistics	874	-0.0511	1789	-379
2	986 mph	1.4533	Inan	San Francisco	209 m/s	0.6005	1.7138	750	807	-331	Natural Language Processing	495	0.2221	1002	1410
6	-263 mph	0.7957	Reilly	Santa Clarita	-163 m/s	-0.6213	-0.0155	876	101	144	Applied Mathematics	-1350	-0.3536	-1156	1876
0	32 mph	0.8449	Tony	Oakland	583 m/s	-0.5958	2.0639	1070	-387	304	Bioinformatics	1143	1.5077	-349	933
